sen	Polarity	Sentence
neu	0.724	dislike = fan I am happy with my thats faster and better than this one Dude how can I get any of these on T Mobile I have a mi a I already have this since it was phone and i have main with it : - no this is so annoying - the phone size is over almost as big as note .
pos	0.143	dislike = fan I am happy with my thats faster and better than this one Dude how can I get any of these on T Mobile I have a mi a I already have this since it was phone and i have main with it : - no this is so annoying - the phone size is over almost as big as note .
neu	1.0	- the notification light is always blinking even if i turned it off .
compound	0.4404	The A Lite is better in my opinion .
neu	0.674	The A Lite is better in my opinion .
pos	0.326	The A Lite is better in my opinion .
compound	0.2263	I currently have a Galaxy S , is the switch to the Mi A worth it ?
neu	0.84	I currently have a Galaxy S , is the switch to the Mi A worth it ?
pos	0.16	I currently have a Galaxy S , is the switch to the Mi A worth it ?
compound	0.3172	nubia m I miss it I bought mi a two days ago , but the battery very fast to solve this .
neg	0.073	nubia m I miss it I bought mi a two days ago , but the battery very fast to solve this .
neu	0.782	nubia m I miss it I bought mi a two days ago , but the battery very fast to solve this .
pos	0.145	nubia m I miss it I bought mi a two days ago , but the battery very fast to solve this .
neu	1.0	In this phone around Yesterday I bought the Lite version because of Android One and Try mi mix saw it ... bought it I ' m watching this video from my mi A .
compound	0.8934	Plus is and way better Pro M better from my point of view its + Please please please do a phone review .
neu	0.524	Plus is and way better Pro M better from my point of view its + Please please please do a phone review .
pos	0.476	Plus is and way better Pro M better from my point of view its + Please please please do a phone review .
compound	-0.5927	man why didnt you post this video a month ago : I just bought a phone for about a month ago Sad to say but any phone headphone jack its no for me Just get a nexus .
neg	0.143	man why didnt you post this video a month ago : I just bought a phone for about a month ago Sad to say but any phone headphone jack its no for me Just get a nexus .
neu	0.857	man why didnt you post this video a month ago : I just bought a phone for about a month ago Sad to say but any phone headphone jack its no for me Just get a nexus .
compound	0.4404	be Why ca n ' t he unbox anything other than a phone o ; better than mi also price point watching from the future .
neu	0.861	be Why ca n ' t he unbox anything other than a phone o ; better than mi also price point watching from the future .
pos	0.139	be Why ca n ' t he unbox anything other than a phone o ; better than mi also price point watching from the future .
compound	0.3802	Watching this from the note mi me too Please a Note video !
neu	0.794	Watching this from the note mi me too Please a Note video !
pos	0.206	Watching this from the note mi me too Please a Note video !
compound	0.3818	We want another video on POCO note perfect cell phone r crazy for mi .
neg	0.138	We want another video on POCO note perfect cell phone r crazy for mi .
neu	0.575	We want another video on POCO note perfect cell phone r crazy for mi .
pos	0.287	We want another video on POCO note perfect cell phone r crazy for mi .
compound	0.6588	I Sweet , Plump everyday until , well I don ’ t really know how long !
neu	0.597	I Sweet , Plump everyday until , well I don ’ t really know how long !
pos	0.403	I Sweet , Plump everyday until , well I don ’ t really know how long !
neu	1.0	But for a really long time !
compound	0.4926	Unbox the note is better than this and !
neu	0.687	Unbox the note is better than this and !
pos	0.313	Unbox the note is better than this and !
compound	0.3612	+ if you agree Reason why Apple so much : Every company it Everyone it It the biggest in the industry Change my mind Ordered this Days ago from still do n ' t have it Hey L about .
neu	0.928	+ if you agree Reason why Apple so much : Every company it Everyone it It the biggest in the industry Change my mind Ordered this Days ago from still do n ' t have it Hey L about .
pos	0.072	+ if you agree Reason why Apple so much : Every company it Everyone it It the biggest in the industry Change my mind Ordered this Days ago from still do n ' t have it Hey L about .
compound	0.4404	Plus comes with Android One and good hardware and in the same price range .. ?
neu	0.828	Plus comes with Android One and good hardware and in the same price range .. ?
pos	0.172	Plus comes with Android One and good hardware and in the same price range .. ?
neu	1.0	make the banana out of it .😉 I think you should try the g plus outside china / , the cost will add about or even more Mi A F : Which would you pick and why ?
compound	0.5423	Hey can you do a comparison on Evolve , and Key L what if I to use Passport in there a phone which the crazy design of Passport .. to Portrait mode is good if you use it for a human being Worth that the + is Android One as well , and more than decent and build quality .
neg	0.043	Hey can you do a comparison on Evolve , and Key L what if I to use Passport in there a phone which the crazy design of Passport .. to Portrait mode is good if you use it for a human being Worth that the + is Android One as well , and more than decent and build quality .
neu	0.835	Hey can you do a comparison on Evolve , and Key L what if I to use Passport in there a phone which the crazy design of Passport .. to Portrait mode is good if you use it for a human being Worth that the + is Android One as well , and more than decent and build quality .
pos	0.123	Hey can you do a comparison on Evolve , and Key L what if I to use Passport in there a phone which the crazy design of Passport .. to Portrait mode is good if you use it for a human being Worth that the + is Android One as well , and more than decent and build quality .
compound	0.296	And it was in the Pie beta and Pie stable in .
neu	0.82	And it was in the Pie beta and Pie stable in .
pos	0.18	And it was in the Pie beta and Pie stable in .
neu	1.0	you should do a video of the mi a lite too .
compound	0.9666	note is a good phone for plus is much better than this phone unbox therapy the best ... it may not be very detailed but it is fun to watch I would love to visit one day , where is a good place to visit ?
neu	0.629	note is a good phone for plus is much better than this phone unbox therapy the best ... it may not be very detailed but it is fun to watch I would love to visit one day , where is a good place to visit ?
pos	0.371	note is a good phone for plus is much better than this phone unbox therapy the best ... it may not be very detailed but it is fun to watch I would love to visit one day , where is a good place to visit ?
neu	1.0	Just watched the Poco Phone on my Poco Phone I just can ’ t stand how the design is a of the .
compound	-0.296	, it ’ s time to stop .
neg	0.423	, it ’ s time to stop .
neu	0.577	, it ’ s time to stop .
compound	0.7579	The original is always the best .
neu	0.381	The original is always the best .
pos	0.619	The original is always the best .
neu	1.0	Hello !
compound	0.4926	You must try mi if it even better specs for almost same price I say this every budget phone video !
neu	0.849	You must try mi if it even better specs for almost same price I say this every budget phone video !
pos	0.151	You must try mi if it even better specs for almost same price I say this every budget phone video !
compound	0.4926	check out a company `` '' they cost far less than this phone and are better !
neu	0.814	check out a company `` '' they cost far less than this phone and are better !
pos	0.186	check out a company `` '' they cost far less than this phone and are better !
compound	0.3182	Please check out .
neu	0.465	Please check out .
pos	0.535	Please check out .
compound	0.4404	MI NOTE PRO IS BETTER THAN THIS PHONE ?
neu	0.707	MI NOTE PRO IS BETTER THAN THIS PHONE ?
pos	0.293	MI NOTE PRO IS BETTER THAN THIS PHONE ?
neu	1.0	WHO ?
compound	-0.2755	Why does he never test normal like making a phone call ?
neg	0.19	Why does he never test normal like making a phone call ?
